,Unnamed: 0,text,category,trans,translate
82,82,Pubg kooda ban agbeku guru..,unknown state,ಪಬ್ ಕೂಡ ಬ್ಯಾನ್ ಅಗಬೇಕು ಗುರು..,"The pub should also be banned.
"
83,83,@Manju Sonu  ಅಭಿನಂದನೆ,unknown state,@ಮಂಜು ಸೋನು ಅಭಿನಂದನೆ,"Congratulations @ Manju _ Sonu
"
84,84,That making was osm #ASN 🤩🤩🤩,Positive,ದಟ್ ಮೇಕಿಂಗ್ ವಾಸ್ ಆಸಂ #ಆನ್ಸ್ 🤩🤩🤩,"That Making was Asam # Ans
"
85,85,ಈ ಹಾಡು ರಶ್ಮಿಕ ಮಂಗಣ್ಣನವರಿಗೆ ಅರ್ಪಣೆ 🤗,Negative,ಈ ಹಾಡು ರಶ್ಮಿಕ ಮಂಗಣ್ಣನವರಿಗೆ ಅರ್ಪಣೆ 🤗,"The song is sung by Rashmika Mandanna.
"
86,86,Super guru awesome video,Positive,ಸೂಪರ್ ಗುರು ಅವೆಸೋಮೆ ವೀಡಿಯೋ,"Super guru video
"
87,87,@Nandi Parthasarathi ಓಹೋ ನಂದಿನಿ ನಿಂದು ಮಿಲ್ಕ್ ಪಾರ್ಲರ್ ಬೇರೆ ಇದಿಯಾ,Negative,@ನಂದಿ ಪರ್ಥಸರಾತಿ ಓಹೋ ನಂದಿನಿ ನಿಂದು ಮಿಲ್ಕ್ ಪಾರ್ಲರ್ ಬೇರೆ ಇದಿಯಾ,"@ Nandi _ Parthasarathi Oh, Nandini, Milk Parlour is different Idia
"
88,88,@prithvi nayak Roberrt bangada goth aagutte,Negative,@ಪೃಥ್ವಿ ನಾಯಕ್ ರೊಬರ್ಟ್ ಬಂಗಾದ ಗೋತ್ ಆಗುತ್ತೆ,"@ prithivi nayak robert bengal goth
"
89,89,One like for hands up,not-Kannada,ಒನ್ ಲೈಕ್ ಫೋರ್ ಹಂದ ಅಪ್,"One Like Four Up
"
90,90,ನೀವು ಹಳ್ಳಿಯ ‌ಭಾಷೆಯ ಶೈಲಿಯಲ್ಲಿ ರೊಷ್ಟ್ ಮಾಡುವುದೇ.. ನಮಗೆ ಅತ್ಯುತ್ತಮ ಮನರಂಜನೆ,Positive,ನೀವು ಹಳ್ಳಿಯ \u200cಭಾಷೆಯ ಶೈಲಿಯಲ್ಲಿ ರೊಷ್ಟ್ ಮಾಡುವುದೇ.. ನಮಗೆ ಅತ್ಯುತ್ತಮ ಮನರಂಜನೆ,"The best entertainment for us is to roast in the village style of\ u200c.
"
91,91,ಏಳನೇ ದಿನ ಕೇಳ್ತಾ ಇದ್ದೇನೆ,Positive,ಏಳನೇ ದಿನ ಕೇಳ್ತಾ ಇದ್ದೇನೆ,"I am hearing the seventh day.
"
92,92,ಅಶ್ವಥ್ಥಾಮ ಚಿರಂಜೀವಿ ಆಗಿದ್ದು ಹೇಗೆ,Mixed feelings,ಅಶ್ವಥ್ಥಾಮ ಚಿರಂಜೀವಿ ಆಗಿದ್ದು ಹೇಗೆ,"How Ashwathama became Chiranjeevi
"
93,93,ತೊಗರಿ ಅಭಿವೃದ್ಧಿ ನಿಗಮದ ವ್ಯವಸ್ಥಾಪಕ ನಿರ್ದೇಶಕರಿಗೆ,Positive,ತೊಗರಿ ಅಭಿವೃದ್ಧಿ ನಿಗಮದ ವ್ಯವಸ್ಥಾಪಕ ನಿರ್ದೇಶಕರಿಗೆ,"the Managing Director of the Tochar Development Corporation
"
94,94,Houdu ashvatama 5000 varsha dinda  idre Krista Shaka 2000 Anta yak aktaidare Hindu galu munche inda idane navu idannu pratipadisabeku I,Positive,ಹೌದು ಆಶ್ವತಮ 5000 ವರ್ಷಾ ದಿಂದ ಇದ್ರೆ ಕ್ರಿಸ್ತ ಶಕ 2000 ಅಂತ ಯಾಕ್ ಅಕ್ತಿದರೆ ಹಿಂದೂ ಗಳು ಮುಂಚೆ ಇಂದ ಐದನೇ ನಾವು ಇದನ್ನು ಪ್ರತಿಪಾದಿಸಬೇಕು ಈ,"If it is believed that the Ashwath has been in existence for 5000 years, it is believed that the year 2000 is the year of Christ
"
95,95,wow...  great work..,not-Kannada,ವು... ಗ್ರೇಟ್ ವರ್ಕ್..,"Great work.
"
96,96,Are bhai Yek dum phel diya,not-Kannada,ಅರೆ ಭಾಯ್ ಎಕ್ ಡಮ್ ಫೆಲ್ ದಿಯ,"Ari Bhai Ekdum Fail Diya
"
97,97,Step Super bossu,Positive,ಸ್ಟೇಪ್ ಸೂಪರ್ ಬೋಸ್ಸು,"Step Super Boss
"
98,98,ನಿಮ್ಮ ಕನ್ನಡ ಬಳಕೆ ತುಂಬಾ ಸೊಗಸಾಗಿದೆ.. ಈ ಸಿನಿಮಾ ಕುರಿತು  ನೀವು ಹೇಳಿದ ಮಾತುಗಳೆಲ್ಲವು ಅಕ್ಷರಶಃ ನಿಜ. ನಿರ್ದೇಶಕರ ಸೃಜನಶೀಲತೆ ಹಾಗೂ ಕಲಾತ್ಮಕತೆ ಎರಡೂ ತರ್ಕಕ್ಕೆ ನಿಲುಕದ್ದು,Negative,ನಿಮ್ಮ ಕನ್ನಡ ಬಳಕೆ ತುಂಬಾ ಸೊಗಸಾಗಿದೆ.. ಈ ಸಿನಿಮಾ ಕುರಿತು ನೀವು ಹೇಳಿದ ಮಾತುಗಳೆಲ್ಲವು ಅಕ್ಷರಶಃ ನಿಜ. ನಿರ್ದೇಶಕರ ಸೃಜನಶೀಲತೆ ಹಾಗೂ ಕಲಾತ್ಮಕತೆ ಎರಡೂ ತರ್ಕಕ್ಕೆ ನಿಲುಕದ್ದು,"Your Kannada usage is so beautiful that all your words about the film are literally true.
"
99,99,Idu beku ivatthu full happy agidivi bro  osm,Positive,ಇದು ಬೇಕು ಇವತ್ತು ಫುಲ್ ಹ್ಯಾಪಿ ಆಗಿದಿವಿ ಬ್ರೋ ಆಸಂ,"This is what we need today
"
100,100,ನಿಜವಾಗ್ಲೂ ತುಂಬಾ ಒಳ್ಳೆ ಫಿಲ್ಮ್  ತುಂಬಾ ಇಷ್ಟ ಆಯಿತು,Positive,ನಿಜವಾಗ್ಲೂ ತುಂಬಾ ಒಳ್ಳೆ ಫಿಲ್ಮ್ ತುಂಬಾ ಇಷ್ಟ ಆಯಿತು,"I really liked the movie.
"
101,101,Soori anba song nodi bandavru  like maadi,unknown state,ಸೂರಿ ಅಂಬ ಸಾಂಗ್ ನೋಡಿ ಬಂದವರು ಲೈಕ್ ಮಾಡಿ,"Those who have seen the song like it
"
102,102,Sir super great,not-Kannada,ಸಾರ್ ಸೂಪರ್ ಗ್ರೇಟ್,"Superb Sir
"
103,103,ಪ್ರಯತ್ನಕ್ಕೆ ದೊಡ್ಡ ಸಲಾಂ,Positive,ಪ್ರಯತ್ನಕ್ಕೆ ದೊಡ್ಡ ಸಲಾಂ,"A big salute to the effort
"
104,104,Super song in kannada,Positive,ಸೂಪರ್ ಸಾಂಗ್ ಇನ್ ಕನ್ನಡ,"Superb song
"
105,105,@Raja Vishnuvardhana Tamil of ciurse,unknown state,@ರಾಜಾ ವಿಷ್ಣುವರ್ಧನ ತಮಿಲ್ ಅಫ್ ಸರ್ಸ್,"@ Raja Vishnuvardhan Tamil of Saras
"
106,106,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Positive,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,"Chandan Shetty's video
"
107,107,Hands up like madi,unknown state,ಹಂದ ಅಪ್ ಲೈಕ್ ಮಾಡಿ,"Like a pig
"
108,108,Idu chaitre srustiso avatara,Positive,ಇದು ಚಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,"It is the creation of the image
"
109,109,@ಕಿಚ್ಚನ ಹಾವಳಿ astu cheepalla bido nimtara 60cr above madide pailwan kurukshetra 100cr collection madide,Negative,@ಕಿಚ್ಚನ ಹಾವಳಿ ಅಷ್ಟು ಚೀಪಲ್ಲ ಬಿಡೊ ನಿಂತರ 60ಕ್ರ ಅಬೋವ್ ಮಾಡಿದೆ ಪೈಲ್ವಾನ್ ಕುರುಕ್ಷೇತ್ರ 100ಕ್ರ ಕಲೆಕ್ಷನ್ ಮಾಡಿದೆ,"Pailwan Kurukshetra collects 100 kr.
"
110,110,Okie okie anta helboduu powerful music irbekittu,Negative,ಓಕಿ ಓಕಿ ಅಂತ ಹೆಲ್ಬೊದು ಪವರ್ಫುಲ್ ಮ್ಯೂಸಿಕ್ ಇರ್ಬೇಕಿತ್ತು,"Oki, I needed to have strong music.
"
111,111,Super Duper song,Positive,ಸೂಪರ್ ಡೂಪರ್ ಸಾಂಗ್,"Superb song
"
112,112,Movie chenagide hogi nodi,Positive,ಮೂವಿ ಚೆನಾಗಿದೆ ಹೋಗಿ ನೋಡಿ,"Go watch the film
"
113,113,Hindi me lao,unknown state,ಹಿಂದಿ ಮೇ ಲೂ,"Hindi Mein Lu
"
114,114,Supper  p boss... Yar unlike madidhare nodi.. urkondu saytor anta,Negative,ಸುಪ್ಪರ್ ಪಿಎಪ್ ಬಾಸ್... ಯಾರ್ ಉಂಲಿಕೆ ಮಾಡಿದರೆ ನೋಡಿ.. ಊರಿಕೊಂಡು ಸಾಯರ್ ಅಂತ,"Who is the Super Pop Boss?
"
115,115,Tik tok ban agirodike Nange Tumba Tumba Kushi ide happy 🥰,Positive,ಟಿಕ್ ಟೋಕ್ ಬ್ಯಾನ್ ಆಗಿರೊದಿಕೆ ನಂಗೆ ತುಂಬ ತುಂಬ ಕುಶಿ ಇದೇ ಹ್ಯಾಪಿ 🥰,"I was very happy when TikTok was banned.
"
116,116,Dabba movie Soo sad,Negative,ಡಬ್ಬ ಮೂವಿ ಸೋ ಸಾದ್,"Dabba Movie Se Saad
"
117,117,Karabu Song Keli....bejar agii .....e song kelthaa edhini....🤗🤗🤩🤩🤩,Positive,ಕರಾಬು ಸಾಂಗ್ ಕೇಳಿ....ಬಜ್ಜರ್ ಆಗಿ .....ಏ ಸಾಂಗ್ ಕೆಲ್ಸಾ ಎಧಿನಿ....🤗🤗🤩🤩🤩,"Listen to the song
"
118,118,Who like rakshit Shety hit like,unknown state,ಹೂ ಲೈಕ್ ರಕ್ಷಿತ್ ಶೆಟಿ ಹಿಟ್ ಲೈಕ್,"Hum Like Rakshit Shetty hit
"
119,119,Remake  ka baap prajwal is back with remake,not-Kannada,ರೇಮಕೆ ಕಾ ಬಾಪ್ ಪ್ರಜ್ವಲ್ ಐಎಸ್ ಬ್ಯಾಕ್ ವಿಥ್ ರೇಮಕೆ,"Remake Ka Bap Prajwal IS Back With Remake
"
120,120,Hindi illa Andre 300 crore agodu dream ashte,Positive,ಹಿಂದಿ ಎಲ್ಲಾ ಆಂಡ್ರೆ 300 ಕ್ರೋರ್ ಅಗೋದು ಡ್ರೀಮ್ ಅಷ್ಟೇ,""""" ""All Hindi is the dream of 300 crore""
"
121,121,Navu matar use madatilla jagatinna yella deshgalu use madatidare.solemagane,Negative,ನಾವು ಮಾಟರ್ ಯೂಸ್ ಮಾಡತಿಲ್ಲ ಜಗತಿನ ಎಲ್ಲಾ ದೇಶಗಳು ಯೂಸ್ ಮಾಡದಿದರೆ.ಸೊಳೆಮಾಗಣೆ,"We have not used mater if all countries of the world dont use it.
"
122,122,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Positive,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,"Chandan Shetty's video
"
123,123,ಅಚ್ಚ ಕನ್ನಡ ಸಾಂಗ್ ಸೂಪರ್,Positive,ಅಚ್ಚ ಕನ್ನಡ ಸಾಂಗ್ ಸೂಪರ್,"Superb song
"
124,124,Pritvi Amber super,Positive,ಪೃಥ್ವಿ ಅಂಬರ್ ಸೂಪರ್,"Prithvi Amber Super
"
125,125,@Prithvi Vishwanath guruve nav #DBoss fans kannada songs nodoku modle like madovru sumne thika yella matadbedi.,Negative,@ಪೃಥ್ವಿ ವಿಶ್ವನಾಥ್ ಗುರುವೆ ನಾ #ಡ್ಯಾಸ್ ಫ್ಯಾನ್ಸ್ ಕನ್ನಡ ಸಾಂಗ್ಸ್ ನೋಡೋಕು ಮೊದಲ್ ಲೈಕ್ ಮಾಡುವರು ಸುಂಂಹೆ ತಿಕ ಎಲ್ಲಾ ಮಸದ್ಬೇಡಿ.,"@ prithivi vishwanath guru na # dass fans will like Kannada songs first.
"
126,126,@Shrthi Shrthi huiuu,unknown state,@ಶೃತಿ ಶೃತಿ ಹೀರು,"Shruti Hiru
"
127,127,Swalpa aerial tara ide.,unknown state,ಸ್ವಲ್ಪ ಏರಿಯಲ್ ತಾರಾ ಇದೇ.,"This is a little bit unusual.
"
128,128,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Positive,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,"Chandan Shetty's video
"
129,129,ಅಧ್ಬುತ .... BGM super..,Mixed feelings,ಅಧ್ಬುತ .... ಬೆಜ್ ಸೂಪರ್..,"Super amazing.
"
130,130,@shiva prakash avru legends. Kannada film industry Annu ee varege thegondu bandirodu avre. Avrinda ivthina actors ge easy agirodu. nIdara madyadalli kannada film industry track kalkondithu,Positive,@ಶಿವ ಪ್ರಕಾಶ್ ಅವರು ಲೆಜೆಂಡ್ಸ್. ಕನ್ನಡ ಫಿಲ್ಮ್ ಇಂಡಸ್ಟ್ರಿ ಅನ್ನು ಈ ವರೆಗೆ ತೆಗೊಂಡು ಬಂದಿರೊದು ಅವರೆ. ಅವರಿಂದ ಇತ್ತಿನ ಆಕ್ಟರ್ಸ್ ಗೆ ಎಸಿ ಆಗಿರೋದು. ನಿಧಾರ ಮದ್ಯದಲ್ಲಿ ಕನ್ನಡ ಫಿಲ್ಮ್ ಇಂಡಸ್ಟ್ರಿ ಟ್ರ್ಯಾಕ್ ಕಳಕೊಂಡಿತು,"Siva Prakash is a legend of the Kannada film industry.
"
131,131,Hindi me kb realise hogi?,not-Kannada,ಹಿಂದಿ ಮೇ ಕೆಬಿಬಿಬಿ ರಿಲೀಸ್ ಹೋಗಿ?,"Will KBBB release in Hindi?
"
132,132,Tugari tippa super...,Positive,ತುಗಾರಿ ಟಿಪ್ಪ ಸೂಪರ್...,"Tugari Tippa Super...
"
133,133,ಈ ಎಲ್ಲ ಅಂಶಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಮ್ ದೇಶದಲ್ಲಿಯೂ ಸಾರ್ವಭೌಮತ್ವ ಇರಬೇಕಿತ್ತು ಅನ್ಸುತ್ತೆ.,Positive,ಈ ಎಲ್ಲ ಅಂಶಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಮ್ ದೇಶದಲ್ಲಿಯೂ ಸಾರ್ವಭೌಮತ್ವ ಇರಬೇಕಿತ್ತು ಅನ್ಸುತ್ತೆ.,"If we look at all these factors, there should have been sovereignty in our country also.
"
134,134,Super song 100 days pakka,Positive,ಸೂಪರ್ ಸಾಂಗ್ 100 ಡೇಸ್ ಪಕ್ಕ,"The song is a 100-day hit
"
135,135,Boycott tik tok,not-Kannada,ಬಾಯ್ಕಾಟ್ ಟಿಕ್ ಟೋಕ್,"Boycott TikTok
"
136,136,Devaru annonu idaane Andre avru shaapa kottidddu nijaane aagidre avru idde iruttaare elllooo ondu jaagadallli manushyara kannige kaanollla aste jaiii Sri Krishna,Positive,ದೇವರು ಅನ್ನೋನು ಇದಾನೆ ಆಂಡ್ರೆ ಅವರು ಶಾಪ ಕೊಟ್ಟಿದ್ದು ನಿಜಾನೇ ಆಗಿದ್ರೆ ಅವರು ಇದ್ದೇ ಇರುತ್ತಾರೆ ಎಲ್ಲೊ ಒಂದು ಜಾಗದಲ್ಲಿ ಮನುಷ್ಯರ ಕಣ್ಣಿಗೆ ಕಾನಾಲ್ಲ್ ಆಸ್ಥೆ ಜೈ ಶ್ರೀ ಕೃಷ್ಣಾ,"If God is the one who has cursed Andr, he will be there somewhere in the eyes of men.
"
137,137,ಇದು ಒಳ್ಳೆಯ ಹಾಡು...ಒಳ್ಳೆಯ ಹಾಡುಗಳು ಕೇಳ್ತಾ ಕೇಳ್ತಾ ಇಷ್ಟ ಆಗುತ್ತವೆ...,Positive,ಇದು ಒಳ್ಳೆಯ ಹಾಡು...ಒಳ್ಳೆಯ ಹಾಡುಗಳು ಕೇಳ್ತಾ ಕೇಳ್ತಾ ಇಷ್ಟ ಆಗುತ್ತವೆ...,"Thats a great song.
"
138,138,@Nikistark x,unknown state,@ನೀಕಿಸ್ಟರ್ಕ್ ಎಕ್ಸ್,"@ Nickisterk X
"
139,139,ಇದು ಖಂಡಿತ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ!,Positive,ಇದು ಖಂಡಿತ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ!,"This is historical indeed!
"
140,140,Fan from Tollywood,not-Kannada,ಫ್ಯಾನ್ ಫ್ರಮ್ ಟಾಲಿವುಡ್,"Fan from Tollywood
"
141,141,Kaiwarada thathayya(yogi narayanappa),unknown state,ಕೈವಾರದ ತಾತಯ್ಯ(ಯೋಗಿ ನಾರಾಯಣಪ್ಪ),"Grandfather of Kaivaran (Yogi Narayanappa)
"
142,142,Jai prajvalnJai d boss,Mixed feelings,ಜೈ ಪ್ರಜ್ವಲ್ಞಾಜ್ ಡ್ ಬಾಸ್,"Jai Prajwal Wajed Boss
"
143,143,@s s kirik party movie ali heroine name,Mixed feelings,@ಎಸ್ ಎಸ್ ಕಿರಿಕ್ ಪಾರ್ಟಿ ಮೂವಿ ಆಲಿ ಹೆರೋನ್ ನೇಮ್,"S S Kirk Party Movie Name Ali Heron
"
144,144,Ee Tara hosa prayatna namge,Mixed feelings,ಈ ತಾರಾ ಹೊಸ ಪ್ರಯತ್ನ ನಂಜೆ,"This is a new attempt.
"
145,145,@Vishal Shetty lo beedhi soole magane....nin prakarane belsbeku annodidre nim kade maado yakshagaana,Negative,@ವಿಷಲ್ ಶೆಟ್ಟಿ ಲೂ ಬೀದಿ ಸೋಲೆ ಮಗನೆ....ನೀನ್ ಪ್ರಕರಣೆ ಬೆಳ್ಸಬೇಕು ಅನ್ನೋದಿದ್ರೆ ನಿಮ್ ಕಡೆ ಮಾಡೋ ಯಕ್ಷಗಾನ,"Vishal Shetty, son of Lu Street Soli
"
146,146,Bro nim videos delete agalla bedi  bro don't worry do videos bro,Positive,ಬ್ರೋ ನಿಮ್ ವಿಡೀಸ್ ದೆಲೆಟ್ ಆಗಲ್ಲ ಬೇಡಿ ಬ್ರೋ ಡಾನ್'ತ್ ವಾರಿ ಡೂ ವಿಡೀಸ್ ಬ್ರೋ,"Bro Nim video is not deleting Bedi Bro Don't Be Every Do Video Bro
"
147,147,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Positive,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,"Chandan Shetty's video
"
148,148,Lv u rrr shetty super,not-Kannada,ಲಿವಿ ಊ ರರ್ ಶೆಟ್ಟಿ ಸೂಪರ್,"Super Livy Urs Shetty
"
149,149,@Nandi Parthasarathi ನೀನೇನು ಬರೋದು ತುಲ್ಲೇ ನಾನೆ ಬರ್ತೀನಿ ಬೋಳಿಮಗನೇ crct ಅಡ್ರೆಸ್ ಹೇಳೋ ಬೇಕೂಪ,Negative,@ನಂದಿ ಪರ್ಥಸರಾತಿ ನೀನೇನು ಬರೋದು ತುಲ್ಲೇ ನಾನೆ ಬರ್ತೀನಿ ಬೋಳಿಮಗನೇ ಸಿಕ್ಟ್ ಅಡ್ರೆಸ್ ಹೇಳೋ ಬೇಕೂಪ,"@ nandi _ parthasarathi What are you coming to?
"
150,150,Desha modlu pls ban agbeku tik tok,Positive,ದೇಶ ಮೊದ್ಲು ಪಿಲ್ಸ್ ಬ್ಯಾನ್ ಅಗಬೇಕು ಟಿಕ್ ಟೋಕ್,"TikTok should be banned in the country first
"
151,151,Bidu guru vorkolru edri moduke hogudu nLike China nodi navu bega fast hagbekantilva hage,Mixed feelings,ಬೀಡು ಗುರು ವರಕೊಲರು ಇದ್ರಿ ಮೊಡುಕೆ ಹೋಗುದು ನಿಲಿಕೆ ಚೀನಾ ನೋಡಿ ನಾವು ಬೇಗ ಫಾಸ್ಟ್ ಹಗ್ಬೆಕಂಟಿಲ್ವ ಹಾಗೆ,"Looking at China, we look like a fast hubbub.
"
152,152,Nim ge esta agiddare like.Comments.madi,Positive,ನಿಮ್ ಗೆ ಎಸ್ಟ್ ಆಗಿದ್ದಾರೆ ಲೈಕ್.ಕಾಮೆಂಟ್ಸ್.ಮಾಡಿ,"You are welcome to comment.
"
153,153,ಮೂಢ ನಂಬಿಕೆ ಇರುವವರೆಗೂ ನಮ್ಮ ದೇಶ ಉದ್ದಾರ ಹಾಗಲ್ಲ,Negative,ಮೂಢ ನಂಬಿಕೆ ಇರುವವರೆಗೂ ನಮ್ಮ ದೇಶ ಉದ್ದಾರ ಹಾಗಲ್ಲ,"As long as there is superstition, our country will not be long
"
154,154,Super bro nan nimna support maadthini,Positive,ಸೂಪರ್ ಬ್ರೋ ನಾನ್ ನಿಮ್ನ ಸುಪ್ಪೋರ್ಟ್ ಮಾಡ್ತಿನಿ,"Super Bro Non Low Support
"
155,155,@Creative Kannadiga ok bro,not-Kannada,@ಕ್ರಿಯೇಟಿವ್ ಕನ್ನಡಿಗ ಓಕ್ ಬ್ರೋ,"@ Creative Glass Oak Bro
"
156,156,ತುಂಬಾ ವರ್ಷದ ಹಿಂದೆ ಕೇಳಿದ್ದೆ.ಈಗ ಸಿಕ್ಕಿದ್ದು ಸಕತ್ ಖುಷಿ ಆಗಿದೆ,Positive,ತುಂಬಾ ವರ್ಷದ ಹಿಂದೆ ಕೇಳಿದ್ದೆ.ಈಗ ಸಿಕ್ಕಿದ್ದು ಸಕತ್ ಖುಷಿ ಆಗಿದೆ,"I heard it a long time ago.
"
157,157,super guru yellidde guru,Positive,ಸೂಪರ್ ಗುರು ಎಲ್ಲಿದ್ದೆ ಗುರು,"Where is the super guru?
"
158,158,Super  video,Positive,ಸೂಪರ್ ವೀಡಿಯೋ,"Super Video
"
159,159,ಟ್ರೈಲರ್ ತುಂಬ ಚೆನ್ನಾಗಿದೆ ನಿಮ್ಮ ಚಿತ್ರ ಒಳ್ಳೆ ಯಶಸ್ವಿ ಆಗ್ಲಿ,Positive,ಟ್ರೈಲರ್ ತುಂಬ ಚೆನ್ನಾಗಿದೆ ನಿಮ್ಮ ಚಿತ್ರ ಒಳ್ಳೆ ಯಶಸ್ವಿ ಆಗ್ಲಿ,"The trailer of the film is good.
"
160,160,ಮೂವಿ ನೋಡಲು ವೇಟಿಂಗ್ ನಲ್ಲಿ ಇದ್ದೀನಿ,Positive,ಮೂವಿ ನೋಡಲು ವೇಟಿಂಗ್ ನಲ್ಲಿ ಇದ್ದೀನಿ,"Waiting to watch the movie
"
161,161,Ean dailag guru,Mixed feelings,ಐನ್ ಡೈಲಾಗ್ ಗುರು,"Ayn Dialog Guru
"
162,162,Next leval movie in prajval,not-Kannada,ನೆಕ್ಸ್ಟ್ ಲೇವಲ್ ಮೂವಿ ಇನ್ ಪ್ರಜ್ವಲ್,"Next Level Movie
"
163,163,Bhal Varshada nantra keli tumba khushiyatu..,Positive,ಭಾಲ್ ವರ್ಷದ ನಂತ್ರ ಕೇಳಿ ತುಂಬ ಖುಷಿಯತು..,"It was a pleasure to hear the good news throughout the year.
"
164,164,ಒಂದೊಂದು ಮಾತು ಚಪ್ಪಲಿ  ಹೊಡೆದಂತೆ ಇತ್ತು ಗುರು ಒಬ್ಬೊಬ್ರು ನೋಡಬೇಕಿತ್ತು ಸರ್ ಚೀನಾಗೆ ಹುಟ್ಟಿರುವ ತರಹ ಆಡುತ್ತಾರೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಷ್ಟು ಜನ ಸೈನಿಕರು  ಸಾಯ್ತಾರೆ ಅವರಿಗೆ ಏನಾಗಬೇಕು ಟಿಕ್ ಟಾಕ್ ಲೈಕ್ ಬಂದ್ರೆ ಸಾಕು ನನ್ನ ಕಮೆಂಟ್ ಅಲ್ಲಿ ಏನಾದರೂ ತಪ್ಪಿದ್ದರೆ ಕ್ಷಮಿಸಿ ಜೈ ಹಿಂದ್ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,Mixed feelings,ಒಂದೊಂದು ಮಾತು ಚಪ್ಪಲಿ ಹೊಡೆದಂತೆ ಇತ್ತು ಗುರು ಒಬ್ಬೊಬ್ರು ನೋಡಬೇಕಿತ್ತು ಸರ್ ಚೀನಾಗೆ ಹುಟ್ಟಿರುವ ತರಹ ಆಡುತ್ತಾರೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಷ್ಟು ಜನ ಸೈನಿಕರು ಸಾಯ್ತಾರೆ ಅವರಿಗೆ ಏನಾಗಬೇಕು ಟಿಕ್ ಟಾಕ್ ಲೈಕ್ ಬಂದ್ರೆ ಸಾಕು ನನ್ನ ಕಮೆಂಟ್ ಅಲ್ಲಿ ಏನಾದರೂ ತಪ್ಪಿದ್ದರೆ ಕ್ಷಮಿಸಿ ಜೈ ಹಿಂದ್ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,"Every word was like a slap in the face, every word was like a slap in the face.
"
165,165,ಉತ್ತರ ಕನ್ನಡದ ಹೆಮ್ಮೆ ಯ ನಟ್ and ನಮ್ಮ ಮೆಚ್ಚಿನ,Positive,ಉತ್ತರ ಕನ್ನಡದ ಹೆಮ್ಮೆ ಯ ನಟ್ ಆಂಡ್ ನಮ್ಮ ಮೆಚ್ಚಿನ,"The pride of Uttara Kannada and our favourite
"
